Student-name,student_id,cgpa,coding_skill,communication_skill,aptitude_skill,problem_solving,projects_count,internship_count,internship_company_level,certification_count,certification_company_level,technical_skills,tools_known,placement_probability,placement_status
Student_6123,STU106122,5.02,4,2,6,2,4,0,2,6,0,3,14,43.74,0
Student_6124,STU106123,10.0,10,5,5,3,5,3,0,3,1,6,12,84.48,1
Student_6125,STU106124,9.01,8,2,7,2,2,3,0,0,0,2,1,70.34,1
Student_6126,STU106125,8.93,1,4,5,8,3,0,2,8,1,4,11,60.95,1
Student_6127,STU106126,7.55,8,10,4,6,5,4,2,0,2,11,2,81.56,1
Student_6128,STU106127,6.5,9,5,5,1,1,0,0,6,1,5,4,62.08,1
Student_6129,STU106128,5.76,9,6,7,6,1,4,0,5,0,8,10,71.05,1
Student_6130,STU106129,6.42,5,6,6,1,3,1,0,6,2,4,2,57.23,1
Student_6131,STU106130,6.88,4,9,10,9,3,1,2,0,2,11,13,75.5,1
Student_6132,STU106131,8.78,4,4,10,3,2,3,0,0,0,5,6,68.3,1
Student_6133,STU106132,7.7,9,5,9,1,4,2,0,5,2,4,2,74.21,1
Student_6134,STU106133,5.39,8,6,10,1,1,2,1,7,1,3,8,63.91,1
Student_6135,STU106134,5.09,10,4,2,2,0,3,0,2,0,6,11,55.92,1
Student_6136,STU106135,5.51,10,6,7,6,3,1,1,1,2,9,7,71.76,1
Student_6137,STU106136,7.05,7,2,1,1,3,3,1,3,1,6,5,52.93,1
Student_6138,STU106137,9.67,3,7,8,7,5,1,2,7,1,7,10,77.5,1
Student_6139,STU106138,8.19,4,3,4,4,5,4,2,8,2,8,11,60.85,1
Student_6140,STU106139,9.01,9,10,8,7,5,1,2,5,0,1,12,93.59,1
Student_6141,STU106140,7.33,8,4,8,4,1,1,2,6,1,7,1,68.78,1
Student_6142,STU106141,6.81,1,9,4,4,5,1,0,0,2,8,11,57.08,1
Student_6143,STU106142,5.54,3,5,4,4,3,2,0,4,0,7,8,49.2,0
Student_6144,STU106143,9.38,10,9,5,10,1,1,0,5,0,1,4,93.36,1
Student_6145,STU106144,8.92,2,10,7,10,6,0,1,5,1,2,4,79.62,1
Student_6146,STU106145,5.84,2,10,6,8,0,4,2,5,0,4,4,62.86,1
Student_6147,STU106146,7.56,8,10,1,2,0,2,0,6,1,5,1,69.69,1
Student_6148,STU106147,7.44,6,10,6,8,6,0,0,3,0,9,10,79.42,1
Student_6149,STU106148,8.13,6,6,3,10,1,2,2,4,1,9,10,72.52,1
Student_6150,STU106149,9.73,4,8,9,1,3,2,1,5,2,11,2,75.47,1
Student_6151,STU106150,7.9,1,5,3,7,2,0,1,8,0,2,14,54.6,1
Student_6152,STU106151,7.7,7,5,9,7,6,3,2,3,1,7,11,78.18,1
Student_6153,STU106152,5.25,8,3,5,6,2,3,2,3,0,3,7,59.39,1
Student_6154,STU106153,5.31,2,7,10,4,4,1,0,6,2,8,1,56.23,1
Student_6155,STU106154,5.94,2,2,8,5,2,0,1,0,0,9,5,47.39,0
Student_6156,STU106155,5.16,1,3,9,1,5,1,2,6,2,11,9,42.59,0
Student_6157,STU106156,8.72,4,2,9,2,3,3,1,7,0,4,8,62.95,1
Student_6158,STU106157,8.62,6,8,7,10,2,0,1,1,0,2,8,81.83,1
Student_6159,STU106158,5.68,5,4,10,7,4,0,0,3,2,10,14,62.23,1
Student_6160,STU106159,9.18,4,10,1,2,0,0,0,3,2,9,5,65.91,1
Student_6161,STU106160,5.77,4,8,8,8,1,1,2,5,1,11,4,64.85,1
Student_6162,STU106161,6.51,10,8,7,7,2,2,1,6,1,2,10,80.26,1
Student_6163,STU106162,6.24,7,8,4,10,1,2,0,6,2,2,13,71.82,1
Student_6164,STU106163,6.86,7,8,6,8,6,2,0,3,0,9,2,77.12,1
Student_6165,STU106164,6.27,2,8,10,4,1,0,1,2,2,6,1,59.47,1
Student_6166,STU106165,7.44,7,9,2,1,5,3,1,3,1,11,2,68.65,1
Student_6167,STU106166,7.04,2,2,4,7,5,1,1,8,1,5,7,51.75,1
Student_6168,STU106167,9.93,4,9,8,1,0,1,1,6,0,11,6,74.56,1
Student_6169,STU106168,5.28,1,8,4,7,4,3,0,2,1,6,7,53.27,1
Student_6170,STU106169,5.71,5,10,10,9,3,2,0,2,0,9,10,75.39,1
Student_6171,STU106170,5.26,1,1,4,5,3,4,2,4,2,1,14,39.02,0
Student_6172,STU106171,8.13,4,5,4,2,3,3,1,7,0,7,3,60.05,1
Student_6173,STU106172,5.27,9,2,10,1,6,2,2,4,1,8,5,61.74,1
Student_6174,STU106173,9.18,8,10,9,8,4,0,0,5,1,4,3,93.13,1
Student_6175,STU106174,7.56,6,5,2,4,5,3,1,8,1,8,9,63.45,1
Student_6176,STU106175,7.64,8,8,7,8,4,2,2,8,1,10,8,82.48,1
Student_6177,STU106176,7.81,5,9,3,2,4,1,2,5,0,1,7,66.15,1
Student_6178,STU106177,5.85,7,9,4,3,2,4,2,4,0,11,6,65.74,1
Student_6179,STU106178,5.99,8,1,1,3,1,4,0,7,0,8,14,50.99,1
Student_6180,STU106179,6.59,7,7,3,4,4,4,0,0,0,3,4,66.41,1
Student_6181,STU106180,7.97,4,8,2,9,4,2,2,2,2,4,4,70.18,1
Student_6182,STU106181,6.05,5,10,10,9,6,2,0,5,0,8,2,78.44,1
Student_6183,STU106182,5.58,10,3,7,5,2,0,0,7,0,8,12,64.67,1
Student_6184,STU106183,9.85,6,6,6,7,1,4,2,5,0,11,11,80.48,1
Student_6185,STU106184,5.11,6,3,1,9,6,1,2,5,1,2,6,54.3,1
Student_6186,STU106185,9.01,9,9,8,1,5,4,1,3,0,9,6,86.78,1
Student_6187,STU106186,8.94,10,3,9,2,5,3,2,6,2,4,10,80.27,1
Student_6188,STU106187,6.49,2,2,1,6,3,3,1,6,0,6,2,45.03,0
Student_6189,STU106188,5.68,6,9,5,3,0,1,1,0,2,8,7,61.1,1
Student_6190,STU106189,5.73,3,8,7,7,4,2,2,2,1,4,13,62.43,1
Student_6191,STU106190,8.49,2,8,2,5,4,4,0,8,1,8,10,64.31,1
Student_6192,STU106191,8.21,6,2,6,10,0,3,1,5,0,7,4,69.44,1
Student_6193,STU106192,8.91,4,6,8,8,4,1,1,3,2,8,13,75.62,1
Student_6194,STU106193,9.69,5,5,8,1,5,0,1,7,1,4,6,71.34,1
Student_6195,STU106194,8.46,5,2,10,9,4,3,0,6,2,2,11,73.83,1
Student_6196,STU106195,5.78,3,5,10,10,4,3,0,5,1,4,12,64.89,1
Student_6197,STU106196,6.22,4,4,8,6,0,4,1,3,1,5,12,58.7,1
Student_6198,STU106197,9.21,3,9,6,5,5,2,0,3,2,4,6,75.1,1
Student_6199,STU106198,6.05,7,1,6,8,2,3,1,7,2,11,7,60.3,1
Student_6200,STU106199,5.36,1,6,3,4,2,3,1,2,0,8,12,44.52,0
Student_6201,STU106200,8.52,6,7,2,9,0,4,0,8,1,10,3,74.07,1
Student_6202,STU106201,7.01,4,6,5,5,2,2,2,7,2,5,5,60.7,1
Student_6203,STU106202,9.6,1,5,9,1,3,0,1,3,0,9,5,61.91,1
Student_6204,STU106203,8.25,1,4,4,8,3,0,1,2,2,7,4,57.12,1
Student_6205,STU106204,5.45,5,5,5,9,5,0,1,3,1,7,10,60.18,1
Student_6206,STU106205,9.74,5,9,6,5,0,0,1,1,2,5,10,77.78,1
Student_6207,STU106206,6.29,10,5,6,5,1,2,1,5,0,3,14,70.32,1
Student_6208,STU106207,6.69,7,10,4,6,5,0,0,2,2,8,12,73.61,1
Student_6209,STU106208,7.01,4,8,4,9,4,4,0,2,2,4,10,69.78,1
Student_6210,STU106209,5.26,9,7,8,5,1,4,1,0,2,3,11,70.77,1
Student_6211,STU106210,7.48,4,4,5,2,4,4,0,7,2,4,7,58.03,1
Student_6212,STU106211,5.62,7,10,5,3,5,0,2,7,0,1,5,67.09,1
Student_6213,STU106212,7.0,5,5,9,10,6,4,2,8,1,8,3,74.84,1
Student_6214,STU106213,6.75,5,7,4,3,2,4,0,4,1,9,4,61.37,1
Student_6215,STU106214,8.86,6,6,7,9,2,1,0,3,1,3,2,78.82,1
Student_6216,STU106215,9.02,8,3,5,8,3,0,1,8,0,10,12,75.48,1
Student_6217,STU106216,5.77,5,10,9,6,1,4,1,2,0,6,3,71.09,1
Student_6218,STU106217,6.83,3,3,8,5,0,2,2,3,2,4,5,54.89,1
Student_6219,STU106218,6.87,6,2,8,10,6,4,0,7,1,9,1,70.35,1
Student_6220,STU106219,5.76,2,3,10,2,4,1,0,1,1,2,12,48.94,0
Student_6221,STU106220,8.99,8,10,10,9,2,2,2,2,1,3,12,94.64,1
Student_6222,STU106221,8.54,8,1,3,10,6,2,2,2,0,1,4,73.01,1
Student_6223,STU106222,5.95,3,9,9,8,5,3,0,7,2,7,12,69.54,1
Student_6224,STU106223,6.83,8,2,8,5,6,1,2,1,2,9,5,67.36,1
Student_6225,STU106224,5.53,9,3,3,6,4,1,0,7,1,1,5,60.5,1
Student_6226,STU106225,8.14,5,5,10,9,0,4,2,6,0,11,8,75.96,1
Student_6227,STU106226,5.61,5,10,1,1,6,1,2,0,0,3,3,56.85,1
Student_6228,STU106227,9.93,6,4,5,4,4,2,2,7,2,7,9,73.43,1
Student_6229,STU106228,8.9,7,5,4,5,3,2,1,0,2,3,4,72.74,1
Student_6230,STU106229,6.95,3,6,8,9,0,4,1,8,0,3,11,66.14,1
Student_6231,STU106230,7.89,5,5,6,5,0,2,1,0,0,3,13,64.76,1
Student_6232,STU106231,9.56,1,10,10,5,4,4,2,4,0,4,10,78.76,1
Student_6233,STU106232,7.77,10,1,5,3,4,3,1,7,2,4,14,68.26,1
Student_6234,STU106233,5.87,5,6,9,8,2,1,2,3,2,8,13,65.82,1
Student_6235,STU106234,6.89,4,9,6,7,4,1,1,5,2,5,5,69.3,1
Student_6236,STU106235,9.22,1,3,3,8,0,1,0,0,1,3,2,57.0,1
Student_6237,STU106236,8.22,7,2,6,4,6,3,2,2,0,10,2,68.34,1
Student_6238,STU106237,8.25,1,6,4,8,5,1,1,4,1,5,11,62.22,1
Student_6239,STU106238,9.33,8,3,5,10,4,3,1,1,0,9,9,81.25,1
Student_6240,STU106239,9.47,10,4,6,4,5,3,2,0,0,6,9,82.94,1
Student_6241,STU106240,9.6,2,6,9,1,5,4,2,8,1,4,13,69.28,1
Student_6242,STU106241,5.47,10,6,3,4,2,0,2,7,2,1,2,63.66,1
Student_6243,STU106242,7.72,5,2,1,5,1,0,2,2,1,8,13,52.75,1
Student_6244,STU106243,8.7,6,3,2,10,5,4,2,5,0,5,1,71.95,1
Student_6245,STU106244,8.78,9,9,8,8,3,4,2,7,2,9,1,92.67,1
Student_6246,STU106245,8.03,7,2,4,10,5,4,2,5,1,7,12,72.12,1
Student_6247,STU106246,5.83,6,3,7,6,6,1,0,7,2,2,9,60.56,1
Student_6248,STU106247,8.99,5,9,2,10,0,2,1,2,1,2,14,77.07,1
Student_6249,STU106248,8.6,6,4,10,5,6,4,0,3,1,8,12,77.22,1
Student_6250,STU106249,5.43,4,1,8,3,2,3,2,7,2,11,5,47.63,0
Student_6251,STU106250,7.32,1,2,10,4,3,0,0,7,2,5,3,52.3,1
Student_6252,STU106251,5.87,9,3,9,6,6,1,2,5,2,5,1,69.79,1
Student_6253,STU106252,6.69,5,9,7,6,4,2,1,5,2,6,4,71.34,1
Student_6254,STU106253,5.09,8,9,10,6,5,0,1,8,1,7,11,74.63,1
Student_6255,STU106254,7.0,7,6,1,2,4,0,1,7,2,4,3,59.53,1
Student_6256,STU106255,7.75,8,6,2,8,1,0,0,2,1,9,5,71.01,1
Student_6257,STU106256,8.1,1,3,9,8,4,3,1,6,2,8,10,62.76,1
Student_6258,STU106257,8.32,9,5,10,6,3,3,2,8,1,6,8,83.48,1
Student_6259,STU106258,9.18,1,4,7,4,2,3,1,2,1,1,7,60.81,1
Student_6260,STU106259,6.08,3,10,3,2,6,2,0,8,1,6,11,58.15,1
Student_6261,STU106260,5.6,8,10,5,6,1,0,1,4,2,1,5,70.42,1
Student_6262,STU106261,9.26,1,9,1,6,3,4,1,8,0,5,10,66.23,1
Student_6263,STU106262,5.78,1,9,10,10,2,2,0,0,0,6,14,65.46,1
Student_6264,STU106263,9.87,6,1,3,3,6,3,0,3,2,2,3,66.39,1
Student_6265,STU106264,9.21,5,8,4,2,3,3,0,8,0,3,13,71.7,1
Student_6266,STU106265,7.5,6,9,4,4,4,3,2,8,0,7,5,71.72,1
Student_6267,STU106266,9.91,3,5,7,8,3,1,1,5,2,5,12,73.91,1
Student_6268,STU106267,5.49,10,4,5,5,1,0,2,5,0,10,13,63.18,1
Student_6269,STU106268,6.52,10,10,9,3,3,4,2,2,2,11,11,83.14,1
Student_6270,STU106269,8.19,6,4,7,5,0,0,0,4,0,9,11,66.52,1
Student_6271,STU106270,6.75,2,2,2,9,4,2,2,7,1,8,1,50.6,1
Student_6272,STU106271,9.64,8,9,8,8,3,1,1,1,1,10,3,92.12,1
Student_6273,STU106272,5.33,6,5,2,10,2,2,0,1,1,9,2,59.14,1
Student_6274,STU106273,7.75,4,3,7,7,4,3,2,3,1,11,1,64.77,1
Student_6275,STU106274,7.95,4,6,5,4,5,3,1,8,1,6,5,65.57,1
Student_6276,STU106275,8.26,7,9,10,2,2,4,1,4,1,2,1,80.97,1
Student_6277,STU106276,6.28,3,9,6,9,1,0,1,2,2,11,2,64.61,1
Student_6278,STU106277,6.82,3,5,4,3,5,2,2,7,2,6,1,54.28,1
Student_6279,STU106278,9.22,6,8,5,6,5,3,0,6,0,5,10,80.81,1
Student_6280,STU106279,5.97,9,4,5,7,5,4,0,8,1,10,8,69.62,1
Student_6281,STU106280,9.13,1,5,7,3,0,4,1,5,1,4,8,60.61,1
Student_6282,STU106281,7.81,5,7,4,3,6,2,0,1,0,9,13,66.71,1
Student_6283,STU106282,8.81,1,7,5,3,3,0,0,0,2,2,1,59.91,1
Student_6284,STU106283,8.57,1,7,4,3,4,1,0,4,1,11,7,58.96,1
Student_6285,STU106284,6.04,3,8,4,3,6,4,0,6,2,3,3,57.99,1
Student_6286,STU106285,7.84,3,5,8,7,3,2,2,6,2,4,3,66.27,1
Student_6287,STU106286,9.34,4,1,5,5,3,3,0,1,2,7,2,62.58,1
Student_6288,STU106287,7.16,3,9,9,4,4,1,0,5,2,1,2,68.1,1
Student_6289,STU106288,9.83,6,9,5,6,6,1,2,0,1,9,10,84.37,1
Student_6290,STU106289,7.26,4,7,8,8,5,0,0,0,2,5,6,70.77,1
Student_6291,STU106290,5.71,8,6,3,2,5,2,0,1,1,1,5,60.65,1
Student_6292,STU106291,6.95,1,5,7,3,0,0,0,4,0,8,6,49.69,0
Student_6293,STU106292,9.76,8,5,1,2,0,4,1,1,0,3,10,71.05,1
Student_6294,STU106293,6.6,1,3,5,7,1,4,2,2,0,11,3,50.01,1
Student_6295,STU106294,9.34,1,10,2,2,4,2,0,8,2,1,7,64.28,1
Student_6296,STU106295,9.41,7,1,8,5,4,3,2,4,0,11,11,73.63,1
Student_6297,STU106296,6.75,1,6,6,10,2,4,2,2,2,11,10,60.81,1
Student_6298,STU106297,5.42,9,8,5,9,2,4,0,4,1,7,4,74.8,1
Student_6299,STU106298,8.62,8,2,3,8,2,3,2,2,0,4,14,71.06,1
Student_6300,STU106299,6.56,1,8,1,8,0,1,1,4,2,5,2,52.68,1
Student_6301,STU106300,8.91,2,8,10,3,1,2,2,5,1,10,7,69.95,1
Student_6302,STU106301,7.21,2,10,10,1,1,1,0,8,2,2,4,63.77,1
Student_6303,STU106302,7.43,2,8,10,2,5,0,0,1,2,4,1,64.07,1
Student_6304,STU106303,8.89,6,10,10,7,3,3,1,2,1,5,9,88.58,1
Student_6305,STU106304,6.91,4,3,8,4,1,2,0,5,1,4,11,56.91,1
Student_6306,STU106305,7.22,8,10,5,10,6,3,1,1,0,3,1,85.92,1
Student_6307,STU106306,6.88,1,8,9,5,2,3,2,7,2,5,1,61.89,1
Student_6308,STU106307,6.84,10,4,7,1,4,1,2,6,0,2,7,68.53,1
Student_6309,STU106308,7.63,4,3,1,2,3,1,2,0,2,10,7,50.12,1
Student_6310,STU106309,9.04,10,9,1,9,5,0,0,4,2,10,9,88.04,1
Student_6311,STU106310,6.81,5,8,7,6,0,2,0,4,0,1,13,67.85,1
Student_6312,STU106311,7.62,9,10,7,7,1,3,1,0,0,11,5,85.8,1
Student_6313,STU106312,8.35,5,2,9,5,5,0,2,5,2,7,14,66.59,1
Student_6314,STU106313,6.35,3,8,2,9,4,3,1,1,1,11,2,62.05,1
Student_6315,STU106314,6.39,4,3,7,10,2,0,1,2,2,11,12,59.94,1
Student_6316,STU106315,9.67,10,10,2,5,0,3,0,4,0,3,8,87.7,1
Student_6317,STU106316,8.62,7,6,10,6,0,1,2,5,2,6,3,79.0,1
Student_6318,STU106317,7.89,1,5,10,10,1,4,1,1,2,11,14,67.6,1
Student_6319,STU106318,8.24,6,8,2,9,6,0,2,3,1,8,14,75.79,1
Student_6320,STU106319,5.15,8,9,5,5,4,0,0,2,1,3,13,67.5,1
Student_6321,STU106320,8.09,1,7,9,4,2,4,2,0,1,9,5,64.42,1
Student_6322,STU106321,7.55,8,6,9,5,2,1,1,3,0,5,6,75.89,1
Student_6323,STU106322,7.73,7,6,10,5,2,0,1,5,1,8,3,74.9,1
Student_6324,STU106323,6.8,1,1,1,5,2,1,2,6,2,10,6,39.46,0
Student_6325,STU106324,5.41,9,5,7,1,1,3,2,5,1,2,5,61.72,1
Student_6326,STU106325,5.97,3,8,10,5,5,3,2,0,0,2,11,65.65,1
Student_6327,STU106326,9.75,2,6,10,5,5,4,1,4,0,6,7,75.55,1
Student_6328,STU106327,7.04,7,1,3,1,5,2,1,4,0,11,10,54.02,1
Student_6329,STU106328,7.33,3,5,10,4,1,1,1,5,0,2,2,61.41,1
Student_6330,STU106329,5.26,1,5,10,8,4,2,2,4,1,6,8,55.46,1
Student_6331,STU106330,5.19,10,3,1,4,6,2,1,8,2,9,6,58.58,1
Student_6332,STU106331,8.59,3,8,2,7,3,1,2,5,2,3,1,66.97,1
Student_6333,STU106332,7.69,6,9,6,6,1,2,1,8,2,8,11,74.74,1
Student_6334,STU106333,7.54,3,6,10,5,2,0,1,3,2,3,11,65.08,1
Student_6335,STU106334,6.22,5,6,2,9,5,3,2,2,0,9,2,63.24,1
Student_6336,STU106335,8.72,9,2,2,8,5,4,0,5,2,5,13,74.86,1
Student_6337,STU106336,5.84,7,10,4,5,4,1,1,0,0,8,3,69.1,1
Student_6338,STU106337,5.95,2,2,3,10,2,4,0,4,2,1,14,49.69,0
Student_6339,STU106338,7.3,1,6,8,7,1,3,1,1,2,1,3,60.72,1
Student_6340,STU106339,6.43,7,8,8,9,5,4,1,5,2,9,13,79.38,1
Student_6341,STU106340,6.24,4,2,6,7,4,1,1,2,2,7,10,54.81,1
Student_6342,STU106341,8.23,7,9,4,3,6,4,2,8,2,5,3,77.45,1
Student_6343,STU106342,8.25,6,9,7,10,2,2,1,1,0,10,11,83.2,1
Student_6344,STU106343,9.12,7,4,9,5,5,2,0,0,1,1,5,78.72,1
Student_6345,STU106344,7.09,4,4,2,9,3,3,1,6,1,3,9,59.89,1
Student_6346,STU106345,5.37,3,4,6,9,0,2,1,4,0,10,13,53.06,1
Student_6347,STU106346,6.37,5,5,7,8,0,4,1,0,2,10,6,64.4,1
Student_6348,STU106347,9.9,3,8,1,6,5,0,2,4,0,9,13,70.47,1
Student_6349,STU106348,7.98,3,2,6,7,2,4,2,3,0,10,9,60.02,1
Student_6350,STU106349,8.55,4,5,8,7,5,0,0,0,1,3,3,71.35,1
Student_6351,STU106350,5.04,8,2,7,1,6,4,2,7,0,5,9,56.29,1
Student_6352,STU106351,7.59,2,8,2,8,0,0,1,3,2,2,4,59.6,1
Student_6353,STU106352,5.19,4,1,2,6,5,0,2,6,0,5,7,43.28,0
Student_6354,STU106353,7.85,3,7,4,7,5,1,2,5,1,7,1,65.74,1
Student_6355,STU106354,9.6,7,3,5,10,3,1,1,8,2,5,10,78.35,1
Student_6356,STU106355,9.84,2,4,5,10,5,4,1,0,1,5,3,72.5,1
Student_6357,STU106356,7.7,1,8,2,2,6,2,2,8,2,11,4,55.51,1
Student_6358,STU106357,7.29,10,3,7,7,3,1,1,7,2,4,12,74.86,1
Student_6359,STU106358,9.73,1,7,8,8,2,0,2,4,1,4,8,72.07,1
Student_6360,STU106359,8.37,6,1,2,5,3,4,2,2,1,5,1,60.43,1
Student_6361,STU106360,5.32,3,9,4,1,0,2,1,1,0,2,7,50.03,1
Student_6362,STU106361,7.33,7,6,3,6,2,4,0,8,0,6,4,68.78,1
Student_6363,STU106362,6.2,8,3,4,3,6,0,2,2,2,11,14,59.19,1
Student_6364,STU106363,7.35,5,7,5,5,5,1,0,3,2,2,11,67.16,1
Student_6365,STU106364,7.28,5,5,6,9,0,1,0,5,2,9,3,66.31,1
Student_6366,STU106365,7.91,2,8,2,7,3,3,2,4,2,11,13,63.14,1
Student_6367,STU106366,6.78,8,8,10,8,3,3,2,5,0,6,8,82.47,1
Student_6368,STU106367,5.82,10,9,6,6,4,4,1,1,0,5,5,79.23,1
Student_6369,STU106368,7.52,1,6,9,9,1,4,1,4,1,11,6,65.56,1
Student_6370,STU106369,9.15,10,4,8,3,6,2,0,3,0,3,2,82.8,1
Student_6371,STU106370,8.32,9,2,1,1,6,1,0,0,2,10,14,63.07,1
Student_6372,STU106371,6.69,1,3,9,10,5,1,2,3,0,9,1,58.87,1
Student_6373,STU106372,9.68,1,5,10,4,1,3,2,1,2,8,12,67.33,1
Student_6374,STU106373,9.56,1,8,2,8,2,0,1,6,1,3,7,66.29,1
Student_6375,STU106374,6.05,7,10,1,6,0,0,2,6,1,1,8,64.83,1
Student_6376,STU106375,5.2,4,2,6,7,1,3,2,4,0,1,13,50.12,1
Student_6377,STU106376,8.71,7,5,1,9,2,4,0,0,0,10,3,73.69,1
Student_6378,STU106377,9.14,5,9,6,2,3,1,2,0,1,8,6,74.26,1
Student_6379,STU106378,9.84,7,2,2,7,1,1,0,6,2,10,12,69.67,1
Student_6380,STU106379,9.45,10,8,7,4,0,1,0,0,0,7,1,86.83,1
Student_6381,STU106380,8.0,7,3,7,7,4,0,1,1,1,7,4,70.87,1
Student_6382,STU106381,7.65,4,8,4,8,6,4,1,3,2,3,12,72.32,1
Student_6383,STU106382,5.14,2,4,2,2,4,0,0,4,0,6,2,38.54,0
Student_6384,STU106383,6.23,8,4,7,7,1,4,2,0,0,10,1,68.38,1
Student_6385,STU106384,7.3,2,7,1,8,4,3,2,0,2,5,12,59.59,1
Student_6386,STU106385,8.14,9,5,2,1,2,4,2,2,1,5,3,68.02,1
Student_6387,STU106386,7.79,5,4,2,10,5,0,0,0,2,6,11,65.5,1
Student_6388,STU106387,8.71,9,7,1,5,0,1,1,2,2,8,2,74.25,1
Student_6389,STU106388,6.4,9,3,9,9,3,0,2,4,0,9,5,73.02,1
Student_6390,STU106389,7.82,8,9,6,2,0,3,0,2,0,5,9,75.26,1
Student_6391,STU106390,5.44,8,5,3,6,3,1,1,7,1,10,8,60.71,1
Student_6392,STU106391,7.07,4,3,6,2,4,0,2,4,2,7,12,53.57,1
Student_6393,STU106392,8.75,4,2,7,3,2,1,0,4,0,1,2,60.24,1
Student_6394,STU106393,8.47,2,7,3,6,3,3,0,5,1,5,7,63.66,1
Student_6395,STU106394,9.95,4,7,4,5,6,4,1,3,2,10,11,76.34,1
Student_6396,STU106395,6.39,4,5,10,4,4,4,1,4,0,3,14,63.35,1
Student_6397,STU106396,7.49,6,4,1,7,3,2,2,5,1,10,12,62.04,1
Student_6398,STU106397,6.65,3,2,6,3,1,1,1,5,0,2,3,47.94,0
Student_6399,STU106398,7.2,2,2,6,10,0,3,0,4,1,3,6,56.36,1
Student_6400,STU106399,9.28,8,7,9,7,5,0,2,5,1,10,12,87.86,1
Student_6401,STU106400,8.42,2,10,2,9,5,0,0,8,2,9,9,70.27,1
Student_6402,STU106401,9.41,8,7,5,2,2,2,0,7,0,9,3,77.6,1
Student_6403,STU106402,6.02,7,4,5,5,4,0,0,3,1,2,10,60.18,1
Student_6404,STU106403,9.37,3,4,7,1,2,3,0,1,2,9,10,62.7,1
Student_6405,STU106404,5.3,6,4,5,7,0,3,2,3,0,3,2,56.75,1
Student_6406,STU106405,9.44,6,2,10,2,5,4,0,5,2,3,14,73.18,1
Student_6407,STU106406,6.65,10,9,4,5,3,1,1,6,2,5,2,76.85,1
Student_6408,STU106407,6.57,5,1,10,1,3,1,0,3,0,4,5,53.86,1
Student_6409,STU106408,7.56,8,8,2,1,2,0,0,2,1,1,6,66.29,1
Student_6410,STU106409,9.7,5,6,8,4,3,1,2,0,2,1,4,75.92,1
Student_6411,STU106410,5.24,7,10,5,7,3,2,2,6,0,5,6,70.12,1
Student_6412,STU106411,6.76,6,7,4,7,6,1,2,0,0,4,4,68.78,1
Student_6413,STU106412,9.28,7,5,9,8,6,0,1,7,0,8,12,83.89,1
Student_6414,STU106413,6.98,9,6,2,9,3,1,0,4,1,2,5,73.06,1
Student_6415,STU106414,6.0,3,6,3,4,1,3,0,7,0,8,7,51.03,1
Student_6416,STU106415,7.12,10,9,8,2,6,3,1,1,1,6,6,82.69,1
Student_6417,STU106416,6.93,7,10,4,10,4,4,1,2,1,10,2,80.8,1
Student_6418,STU106417,9.58,10,4,9,10,4,4,2,3,0,9,9,93.58,1
Student_6419,STU106418,8.81,3,5,10,3,5,4,1,1,0,11,10,70.12,1
Student_6420,STU106419,7.53,2,4,10,9,6,4,1,3,2,6,5,68.44,1
Student_6421,STU106420,9.94,7,1,10,8,0,1,2,5,1,7,9,78.0,1
Student_6422,STU106421,7.33,4,10,10,6,3,0,1,6,2,8,5,75.01,1
Student_6423,STU106422,5.29,1,6,9,3,2,1,2,5,1,1,3,48.78,0
Student_6424,STU106423,6.31,6,5,10,10,3,0,0,6,0,11,7,71.53,1
Student_6425,STU106424,7.18,6,4,9,8,0,0,2,1,2,11,12,68.18,1
Student_6426,STU106425,5.78,6,6,1,2,3,0,1,0,2,7,8,51.85,1
Student_6427,STU106426,9.74,2,5,6,4,1,0,1,8,0,7,12,63.6,1
Student_6428,STU106427,8.83,1,3,10,4,0,3,2,6,0,3,5,59.99,1
Student_6429,STU106428,6.34,3,2,6,9,4,0,1,1,2,7,9,54.64,1
Student_6430,STU106429,7.95,2,6,8,8,4,1,0,6,0,11,3,67.27,1
Student_6431,STU106430,8.61,6,4,7,7,1,0,2,3,0,4,8,71.02,1
Student_6432,STU106431,9.71,6,10,7,4,4,3,2,2,1,6,11,85.59,1
Student_6433,STU106432,9.41,5,3,2,7,5,1,1,3,0,2,2,67.39,1
Student_6434,STU106433,7.58,10,8,4,1,1,2,1,4,1,4,10,73.74,1
Student_6435,STU106434,8.87,10,9,1,8,4,1,1,8,1,10,1,86.23,1
Student_6436,STU106435,7.81,5,7,7,8,6,3,2,3,0,10,7,76.35,1
Student_6437,STU106436,7.76,9,2,4,9,4,3,2,8,0,4,10,73.32,1
Student_6438,STU106437,5.57,5,8,9,9,5,4,1,3,2,5,12,72.56,1
Student_6439,STU106438,5.63,10,5,6,1,3,2,2,0,1,6,5,64.3,1
Student_6440,STU106439,7.65,6,10,6,10,6,0,0,0,1,4,12,82.52,1
Student_6441,STU106440,6.34,4,7,9,7,0,3,1,3,0,11,7,65.98,1
Student_6442,STU106441,5.11,10,5,8,1,4,4,2,3,0,6,3,66.2,1
Student_6443,STU106442,8.61,1,2,6,6,0,4,0,6,2,9,3,55.71,1
Student_6444,STU106443,5.16,4,4,6,5,0,0,1,0,0,4,13,48.83,0
Student_6445,STU106444,7.98,2,5,6,2,4,1,2,4,0,11,1,56.62,1
